Date,Produit,Catégorie,Client_ID,Quantité,Prix_Unitaire,Moyen_Paiement
2024-08-21,Sac à dos Puma,Mode,C0005,1,25000,Cash
2024-06-22,T-shirt Zara,Mode,C0003,3,10000,Carte bancaire
2024-07-04,T-shirt Zara,Mode,C0007,1,10000,Mobile Money
2024-07-20,Casque JBL,Accessoires,C0008,5,20000,Mobile Money
2024-10-18,Montre Casio,Accessoires,C0044,4,18000,Carte bancaire
2024-05-10,Laptop HP,Informatique,C0006,2,300000,Mobile Money
2024-12-29,Laptop HP,Informatique,C0006,5,300000,Mobile Money
2024-01-30,T-shirt Zara,Mode,C0021,5,10000,Mobile Money
2024-09-08,Laptop HP,Informatique,C0085,5,300000,Mobile Money
2024-02-11,Clavier Logitech,Accessoires,C0028,4,15000,Cash
2024-12-04,Sac à dos Puma,Mode,C0069,5,25000,Mobile Money
2024-03-04,T-shirt Zara,Mode,C0078,5,10000,Carte bancaire
2024-03-26,"TV LG 42""",Électronique,C0019,2,350000,Mobile Money
2024-10-17,"TV LG 42""",Électronique,C0009,4,350000,Carte bancaire
2024-05-17,Chaussures Nike,Mode,C0066,2,45000,Carte bancaire
2024-08-29,Clavier Logitech,Accessoires,C0089,3,15000,Cash
2024-10-09,Chaussures Nike,Mode,C0001,1,45000,Carte bancaire
2024-01-27,Clavier Logitech,Accessoires,C0047,2,15000,Mobile Money
2024-04-11,Casque JBL,Accessoires,C0025,5,20000,Mobile Money
2024-08-01,Montre Casio,Accessoires,C0061,2,18000,Carte bancaire
2024-07-02,Montre Casio,Accessoires,C0019,1,18000,Carte bancaire
2024-08-24,Chaussures Nike,Mode,C0023,5,45000,Cash
2024-09-19,Casque JBL,Accessoires,C0029,2,20000,Carte bancaire
2024-05-22,Chaussures Nike,Mode,C0021,3,45000,Cash
2024-08-22,Sac à dos Puma,Mode,C0079,4,25000,Carte bancaire
2024-10-15,Montre Casio,Accessoires,C0037,4,18000,Mobile Money
2024-04-27,Laptop HP,Informatique,C0076,2,300000,Mobile Money
2024-09-01,Montre Casio,Accessoires,C0088,4,18000,Mobile Money
2024-08-08,Clavier Logitech,Accessoires,C0022,3,15000,Cash
2024-12-16,Casque JBL,Accessoires,C0018,2,20000,Carte bancaire
2024-03-08,"TV LG 42""",Électronique,C0044,1,350000,Cash
2024-05-08,Sac à dos Puma,Mode,C0070,4,25000,Mobile Money
2024-05-13,Casque JBL,Accessoires,C0074,2,20000,Carte bancaire
2024-07-28,T-shirt Zara,Mode,C0036,1,10000,Carte bancaire
2024-01-30,Casque JBL,Accessoires,C0029,5,20000,Cash
2024-06-16,Chaussures Nike,Mode,C0003,3,45000,Cash
2024-08-30,Laptop HP,Informatique,C0063,1,300000,Cash
2024-02-03,"TV LG 42""",Électronique,C0041,1,350000,Carte bancaire
2024-12-11,Smartphone Samsung,Téléphonie,C0052,4,250000,Cash
2024-09-08,Clavier Logitech,Accessoires,C0087,2,15000,Carte bancaire
2024-02-19,T-shirt Zara,Mode,C0013,5,10000,Cash
2024-01-08,Clavier Logitech,Accessoires,C0094,5,15000,Carte bancaire
2024-12-09,Montre Casio,Accessoires,C0071,4,18000,Carte bancaire
2024-09-14,Casque JBL,Accessoires,C0026,3,20000,Carte bancaire
2024-05-16,"TV LG 42""",Électronique,C0008,4,350000,Cash
2024-09-11,T-shirt Zara,Mode,C0036,3,10000,Cash
2024-09-16,Montre Casio,Accessoires,C0100,4,18000,Cash
2024-09-24,Clavier Logitech,Accessoires,C0096,3,15000,Carte bancaire
2024-03-01,Casque JBL,Accessoires,C0088,5,20000,Carte bancaire
2024-12-01,Smartphone Samsung,Téléphonie,C0086,1,250000,Carte bancaire
2024-04-06,"TV LG 42""",Électronique,C0073,3,350000,Mobile Money
2024-12-01,Sac à dos Puma,Mode,C0019,4,25000,Mobile Money
2024-01-08,Sac à dos Puma,Mode,C0029,3,25000,Mobile Money
2024-08-28,"TV LG 42""",Électronique,C0014,2,350000,Carte bancaire
2024-06-06,Casque JBL,Accessoires,C0033,2,20000,Cash
2024-11-11,"TV LG 42""",Électronique,C0076,5,350000,Mobile Money
2024-10-26,Casque JBL,Accessoires,C0079,4,20000,Mobile Money
2024-09-07,Casque JBL,Accessoires,C0035,5,20000,Carte bancaire
2024-02-01,Laptop HP,Informatique,C0015,1,300000,Mobile Money
2024-04-22,Smartphone Samsung,Téléphonie,C0054,4,250000,Cash
2024-06-20,Montre Casio,Accessoires,C0032,5,18000,Carte bancaire
2024-04-24,Smartphone Samsung,Téléphonie,C0002,2,250000,Carte bancaire
2024-10-27,T-shirt Zara,Mode,C0013,5,10000,Cash
2024-08-29,Chaussures Nike,Mode,C0072,4,45000,Cash
2024-08-04,Clavier Logitech,Accessoires,C0059,1,15000,Cash
2024-09-25,Smartphone Samsung,Téléphonie,C0014,1,250000,Mobile Money
2024-12-06,Casque JBL,Accessoires,C0096,3,20000,Mobile Money
2024-06-24,"TV LG 42""",Électronique,C0006,3,350000,Cash
2024-11-24,Chaussures Nike,Mode,C0006,2,45000,Mobile Money
2024-02-27,Casque JBL,Accessoires,C0053,4,20000,Carte bancaire
2024-03-01,Laptop HP,Informatique,C0092,3,300000,Cash
2024-10-13,Sac à dos Puma,Mode,C0031,3,25000,Cash
2024-05-18,T-shirt Zara,Mode,C0052,5,10000,Carte bancaire
2024-03-10,Clavier Logitech,Accessoires,C0020,2,15000,Mobile Money
2024-03-14,"TV LG 42""",Électronique,C0025,4,350000,Cash
2024-03-16,Laptop HP,Informatique,C0073,2,300000,Cash
2024-08-01,Casque JBL,Accessoires,C0004,3,20000,Cash
2024-12-05,T-shirt Zara,Mode,C0039,4,10000,Carte bancaire
2024-09-07,Laptop HP,Informatique,C0047,3,300000,Carte bancaire
2024-04-12,Chaussures Nike,Mode,C0069,5,45000,Mobile Money
2024-09-10,"TV LG 42""",Électronique,C0058,3,350000,Mobile Money
2024-05-04,Chaussures Nike,Mode,C0096,4,45000,Mobile Money
2024-11-07,Montre Casio,Accessoires,C0098,1,18000,Mobile Money
2024-08-21,Smartphone Samsung,Téléphonie,C0074,1,250000,Mobile Money
2024-10-03,Smartphone Samsung,Téléphonie,C0028,1,250000,Carte bancaire
2024-11-07,T-shirt Zara,Mode,C0013,1,10000,Cash
2024-03-25,Smartphone Samsung,Téléphonie,C0073,1,250000,Cash
2024-01-11,Casque JBL,Accessoires,C0030,3,20000,Cash
2024-12-13,Clavier Logitech,Accessoires,C0050,3,15000,Mobile Money
2024-03-11,Sac à dos Puma,Mode,C0039,5,25000,Mobile Money
2024-06-23,Casque JBL,Accessoires,C0025,2,20000,Mobile Money
2024-08-19,Chaussures Nike,Mode,C0077,4,45000,Carte bancaire
2024-08-01,Laptop HP,Informatique,C0042,2,300000,Mobile Money
2024-04-20,Laptop HP,Informatique,C0042,1,300000,Cash
2024-09-02,"TV LG 42""",Électronique,C0016,4,350000,Cash
2024-03-15,Montre Casio,Accessoires,C0077,1,18000,Cash
2024-12-14,Casque JBL,Accessoires,C0016,4,20000,Carte bancaire
2024-11-25,Sac à dos Puma,Mode,C0046,4,25000,Carte bancaire
2024-03-16,Laptop HP,Informatique,C0094,5,300000,Cash
2024-06-17,Montre Casio,Accessoires,C0034,3,18000,Carte bancaire
2024-11-24,Clavier Logitech,Accessoires,C0023,3,15000,Cash
2024-04-06,Smartphone Samsung,Téléphonie,C0049,4,250000,Cash
2024-10-04,Chaussures Nike,Mode,C0045,4,45000,Cash
2024-02-14,"TV LG 42""",Électronique,C0034,4,350000,Cash
2024-04-27,Smartphone Samsung,Téléphonie,C0057,5,250000,Mobile Money
2024-11-24,"TV LG 42""",Électronique,C0012,4,350000,Mobile Money
2024-11-26,Smartphone Samsung,Téléphonie,C0024,5,250000,Mobile Money
2024-02-01,Smartphone Samsung,Téléphonie,C0085,5,250000,Carte bancaire
2024-06-13,Montre Casio,Accessoires,C0037,1,18000,Cash
2024-08-13,"TV LG 42""",Électronique,C0076,4,350000,Carte bancaire
2024-02-29,Clavier Logitech,Accessoires,C0096,5,15000,Carte bancaire
2024-01-06,Laptop HP,Informatique,C0062,5,300000,Cash
2024-05-24,Casque JBL,Accessoires,C0016,2,20000,Mobile Money
2024-07-24,Casque JBL,Accessoires,C0090,1,20000,Carte bancaire
2024-10-01,Montre Casio,Accessoires,C0008,2,18000,Mobile Money
2024-08-25,Chaussures Nike,Mode,C0039,4,45000,Mobile Money
2024-12-23,Laptop HP,Informatique,C0068,5,300000,Mobile Money
2024-07-30,"TV LG 42""",Électronique,C0045,5,350000,Carte bancaire
2024-11-05,Chaussures Nike,Mode,C0080,1,45000,Carte bancaire
2024-12-04,T-shirt Zara,Mode,C0037,2,10000,Cash
2024-07-21,"TV LG 42""",Électronique,C0021,3,350000,Mobile Money
2024-06-08,Casque JBL,Accessoires,C0012,5,20000,Mobile Money
2024-01-07,Clavier Logitech,Accessoires,C0066,5,15000,Cash
2024-01-03,T-shirt Zara,Mode,C0052,5,10000,Cash
2024-05-07,Smartphone Samsung,Téléphonie,C0087,1,250000,Mobile Money
2024-03-26,"TV LG 42""",Électronique,C0037,3,350000,Carte bancaire
2024-12-19,Sac à dos Puma,Mode,C0007,3,25000,Carte bancaire
2024-01-04,Montre Casio,Accessoires,C0010,1,18000,Carte bancaire
2024-06-12,Laptop HP,Informatique,C0030,4,300000,Carte bancaire
2024-12-14,Casque JBL,Accessoires,C0043,2,20000,Mobile Money
2024-03-17,Chaussures Nike,Mode,C0074,2,45000,Cash
2024-08-04,Clavier Logitech,Accessoires,C0047,1,15000,Carte bancaire
2024-09-23,Smartphone Samsung,Téléphonie,C0082,2,250000,Carte bancaire
2024-02-03,"TV LG 42""",Électronique,C0014,3,350000,Mobile Money
2024-04-30,Clavier Logitech,Accessoires,C0054,3,15000,Cash
2024-07-21,Montre Casio,Accessoires,C0018,1,18000,Mobile Money
2024-10-09,Montre Casio,Accessoires,C0034,2,18000,Cash
2024-04-09,Casque JBL,Accessoires,C0095,3,20000,Mobile Money
2024-12-08,Chaussures Nike,Mode,C0033,4,45000,Cash
2024-11-10,Laptop HP,Informatique,C0076,1,300000,Cash
2024-07-20,"TV LG 42""",Électronique,C0078,3,350000,Carte bancaire
2024-03-16,Smartphone Samsung,Téléphonie,C0052,3,250000,Mobile Money
2024-03-25,T-shirt Zara,Mode,C0063,1,10000,Cash
2024-02-08,Sac à dos Puma,Mode,C0097,5,25000,Carte bancaire
2024-02-03,Laptop HP,Informatique,C0022,2,300000,Cash
2024-07-28,"TV LG 42""",Électronique,C0025,1,350000,Mobile Money
2024-09-03,Laptop HP,Informatique,C0050,4,300000,Cash
2024-04-27,Laptop HP,Informatique,C0093,4,300000,Mobile Money
2024-09-30,Clavier Logitech,Accessoires,C0050,5,15000,Carte bancaire
2024-01-23,Smartphone Samsung,Téléphonie,C0003,1,250000,Cash
2024-04-01,Smartphone Samsung,Téléphonie,C0069,1,250000,Carte bancaire
2024-04-15,Smartphone Samsung,Téléphonie,C0065,1,250000,Cash
2024-11-29,Laptop HP,Informatique,C0021,1,300000,Cash
2024-12-03,Montre Casio,Accessoires,C0076,2,18000,Carte bancaire
2024-05-06,"TV LG 42""",Électronique,C0021,1,350000,Cash
2024-07-28,Sac à dos Puma,Mode,C0063,4,25000,Cash
2024-07-10,Laptop HP,Informatique,C0007,3,300000,Cash
2024-12-26,T-shirt Zara,Mode,C0042,1,10000,Mobile Money
2024-05-06,"TV LG 42""",Électronique,C0085,4,350000,Cash
2024-04-30,Smartphone Samsung,Téléphonie,C0056,1,250000,Carte bancaire
2024-03-25,Montre Casio,Accessoires,C0012,2,18000,Mobile Money
2024-07-23,Chaussures Nike,Mode,C0041,4,45000,Carte bancaire
2024-11-19,Sac à dos Puma,Mode,C0040,2,25000,Mobile Money
2024-03-31,Sac à dos Puma,Mode,C0074,2,25000,Mobile Money
2024-08-25,T-shirt Zara,Mode,C0068,2,10000,Carte bancaire
2024-10-24,Sac à dos Puma,Mode,C0041,4,25000,Cash
2024-07-01,Chaussures Nike,Mode,C0058,3,45000,Cash
2024-01-23,Smartphone Samsung,Téléphonie,C0052,2,250000,Mobile Money
2024-12-04,Laptop HP,Informatique,C0075,2,300000,Cash
2024-02-17,Smartphone Samsung,Téléphonie,C0048,5,250000,Carte bancaire
2024-11-30,Montre Casio,Accessoires,C0069,3,18000,Mobile Money
2024-09-01,Montre Casio,Accessoires,C0046,3,18000,Cash
2024-11-03,Clavier Logitech,Accessoires,C0009,1,15000,Cash
2024-10-10,Clavier Logitech,Accessoires,C0015,4,15000,Cash
2024-11-27,T-shirt Zara,Mode,C0071,4,10000,Cash
2024-04-15,Chaussures Nike,Mode,C0079,3,45000,Cash
2024-10-29,Casque JBL,Accessoires,C0073,1,20000,Carte bancaire
2024-12-27,T-shirt Zara,Mode,C0032,5,10000,Cash
2024-12-04,Montre Casio,Accessoires,C0004,2,18000,Cash
2024-04-24,Sac à dos Puma,Mode,C0034,1,25000,Mobile Money
2024-02-07,Casque JBL,Accessoires,C0039,4,20000,Cash
2024-07-01,Casque JBL,Accessoires,C0066,4,20000,Cash
2024-10-27,T-shirt Zara,Mode,C0046,2,10000,Cash
2024-04-28,Clavier Logitech,Accessoires,C0027,5,15000,Mobile Money
2024-06-08,T-shirt Zara,Mode,C0031,1,10000,Cash
2024-06-15,Clavier Logitech,Accessoires,C0062,2,15000,Carte bancaire
2024-02-20,Smartphone Samsung,Téléphonie,C0088,1,250000,Mobile Money
2024-04-27,Casque JBL,Accessoires,C0059,4,20000,Cash
2024-06-11,T-shirt Zara,Mode,C0071,4,10000,Carte bancaire
2024-06-03,Casque JBL,Accessoires,C0019,2,20000,Cash
2024-09-07,"TV LG 42""",Électronique,C0100,3,350000,Carte bancaire
2024-09-27,Smartphone Samsung,Téléphonie,C0061,3,250000,Carte bancaire
2024-03-08,Laptop HP,Informatique,C0002,5,300000,Mobile Money
2024-04-13,Sac à dos Puma,Mode,C0059,5,25000,Cash
2024-01-15,Laptop HP,Informatique,C0047,2,300000,Cash
2024-09-25,Montre Casio,Accessoires,C0041,5,18000,Cash
2024-02-13,"TV LG 42""",Électronique,C0090,5,350000,Carte bancaire
2024-11-20,Casque JBL,Accessoires,C0003,4,20000,Mobile Money
2024-05-22,"TV LG 42""",Électronique,C0005,2,350000,Carte bancaire
2024-02-20,"TV LG 42""",Électronique,C0008,1,350000,Cash
2024-11-07,T-shirt Zara,Mode,C0058,4,10000,Cash
2024-03-30,Montre Casio,Accessoires,C0049,1,18000,Mobile Money
2024-11-02,Chaussures Nike,Mode,C0067,3,45000,Carte bancaire
2024-12-25,Clavier Logitech,Accessoires,C0069,5,15000,Carte bancaire
2024-04-08,Sac à dos Puma,Mode,C0059,5,25000,Cash
2024-01-15,"TV LG 42""",Électronique,C0056,2,350000,Mobile Money
2024-12-13,Smartphone Samsung,Téléphonie,C0092,1,250000,Cash
2024-08-07,Sac à dos Puma,Mode,C0030,3,25000,Cash
2024-07-28,Montre Casio,Accessoires,C0068,4,18000,Cash
2024-06-13,T-shirt Zara,Mode,C0084,4,10000,Cash
2024-03-05,Smartphone Samsung,Téléphonie,C0073,3,250000,Cash
2024-06-08,Montre Casio,Accessoires,C0004,1,18000,Carte bancaire
2024-05-23,Smartphone Samsung,Téléphonie,C0059,3,250000,Carte bancaire
2024-05-20,Clavier Logitech,Accessoires,C0080,4,15000,Carte bancaire
2024-04-02,"TV LG 42""",Électronique,C0063,4,350000,Cash
2024-05-20,Casque JBL,Accessoires,C0019,3,20000,Cash
2024-12-18,Smartphone Samsung,Téléphonie,C0007,3,250000,Cash
2024-05-31,Smartphone Samsung,Téléphonie,C0021,2,250000,Carte bancaire
2024-11-07,"TV LG 42""",Électronique,C0039,5,350000,Mobile Money
2024-07-13,Smartphone Samsung,Téléphonie,C0014,4,250000,Mobile Money
2024-05-20,Montre Casio,Accessoires,C0070,3,18000,Mobile Money
2024-12-14,"TV LG 42""",Électronique,C0025,5,350000,Cash
2024-11-16,Sac à dos Puma,Mode,C0032,4,25000,Cash
2024-11-27,"TV LG 42""",Électronique,C0099,2,350000,Mobile Money
2024-06-17,Smartphone Samsung,Téléphonie,C0047,5,250000,Mobile Money
2024-09-28,Clavier Logitech,Accessoires,C0028,4,15000,Cash
2024-02-14,Clavier Logitech,Accessoires,C0055,2,15000,Carte bancaire
2024-03-11,"TV LG 42""",Électronique,C0006,1,350000,Mobile Money
2024-09-08,Chaussures Nike,Mode,C0005,2,45000,Mobile Money
2024-03-26,"TV LG 42""",Électronique,C0080,2,350000,Mobile Money
2024-01-14,"TV LG 42""",Électronique,C0015,2,350000,Carte bancaire
2024-01-29,Laptop HP,Informatique,C0044,2,300000,Cash
2024-06-12,"TV LG 42""",Électronique,C0039,1,350000,Cash
2024-11-11,Sac à dos Puma,Mode,C0025,5,25000,Mobile Money
2024-11-07,Clavier Logitech,Accessoires,C0045,4,15000,Carte bancaire
2024-10-17,Clavier Logitech,Accessoires,C0093,3,15000,Cash
2024-10-03,"TV LG 42""",Électronique,C0062,3,350000,Carte bancaire
2024-03-04,"TV LG 42""",Électronique,C0038,5,350000,Cash
2024-12-06,Clavier Logitech,Accessoires,C0049,3,15000,Cash
2024-01-28,Clavier Logitech,Accessoires,C0053,1,15000,Mobile Money
2024-06-02,Chaussures Nike,Mode,C0057,1,45000,Mobile Money
2024-07-24,Chaussures Nike,Mode,C0036,2,45000,Carte bancaire
2024-06-07,T-shirt Zara,Mode,C0049,2,10000,Mobile Money
2024-01-14,Casque JBL,Accessoires,C0064,4,20000,Mobile Money
2024-08-16,Smartphone Samsung,Téléphonie,C0076,2,250000,Cash
2024-05-07,Smartphone Samsung,Téléphonie,C0017,5,250000,Cash
2024-01-23,Casque JBL,Accessoires,C0093,4,20000,Cash
2024-06-10,T-shirt Zara,Mode,C0049,4,10000,Carte bancaire
2024-02-03,Smartphone Samsung,Téléphonie,C0036,2,250000,Mobile Money
2024-01-03,Chaussures Nike,Mode,C0041,3,45000,Carte bancaire
2024-11-08,"TV LG 42""",Électronique,C0087,3,350000,Carte bancaire
2024-04-08,Sac à dos Puma,Mode,C0019,5,25000,Mobile Money
2024-03-02,Chaussures Nike,Mode,C0011,5,45000,Cash
2024-08-04,Sac à dos Puma,Mode,C0027,5,25000,Mobile Money
2024-05-20,Clavier Logitech,Accessoires,C0082,1,15000,Mobile Money
2024-11-01,Casque JBL,Accessoires,C0054,4,20000,Cash
2024-07-17,Casque JBL,Accessoires,C0009,3,20000,Cash
2024-10-05,T-shirt Zara,Mode,C0064,1,10000,Mobile Money
2024-06-30,"TV LG 42""",Électronique,C0008,3,350000,Cash
2024-09-02,Chaussures Nike,Mode,C0015,2,45000,Cash
2024-10-27,Smartphone Samsung,Téléphonie,C0059,3,250000,Cash
2024-06-19,Montre Casio,Accessoires,C0017,4,18000,Carte bancaire
2024-09-30,Sac à dos Puma,Mode,C0009,1,25000,Cash
2024-04-21,Clavier Logitech,Accessoires,C0035,3,15000,Mobile Money
2024-06-09,Smartphone Samsung,Téléphonie,C0066,1,250000,Cash
2024-08-03,"TV LG 42""",Électronique,C0053,1,350000,Cash
2024-12-14,Casque JBL,Accessoires,C0036,5,20000,Mobile Money
2024-02-07,Laptop HP,Informatique,C0001,4,300000,Carte bancaire
2024-08-13,Montre Casio,Accessoires,C0037,2,18000,Carte bancaire
2024-06-29,Smartphone Samsung,Téléphonie,C0029,3,250000,Cash
2024-07-14,Montre Casio,Accessoires,C0022,4,18000,Cash
2024-06-02,Chaussures Nike,Mode,C0089,4,45000,Mobile Money
2024-09-09,Montre Casio,Accessoires,C0060,2,18000,Mobile Money
2024-09-13,Clavier Logitech,Accessoires,C0086,1,15000,Cash
2024-03-05,Smartphone Samsung,Téléphonie,C0058,3,250000,Cash
2024-11-01,Smartphone Samsung,Téléphonie,C0071,1,250000,Mobile Money
2024-07-12,Laptop HP,Informatique,C0099,3,300000,Mobile Money
2024-07-29,Chaussures Nike,Mode,C0091,3,45000,Mobile Money
2024-10-29,Laptop HP,Informatique,C0047,5,300000,Cash
2024-08-14,Smartphone Samsung,Téléphonie,C0077,4,250000,Mobile Money
2024-02-04,Clavier Logitech,Accessoires,C0046,4,15000,Mobile Money
2024-09-02,Clavier Logitech,Accessoires,C0084,5,15000,Cash
2024-03-26,Chaussures Nike,Mode,C0014,2,45000,Carte bancaire
2024-01-31,Casque JBL,Accessoires,C0003,1,20000,Cash
2024-08-22,"TV LG 42""",Électronique,C0030,3,350000,Mobile Money
2024-01-01,Laptop HP,Informatique,C0025,5,300000,Mobile Money
2024-05-04,Montre Casio,Accessoires,C0084,1,18000,Mobile Money
2024-03-04,Chaussures Nike,Mode,C0044,1,45000,Cash
2024-02-05,Sac à dos Puma,Mode,C0058,1,25000,Cash
2024-10-29,Smartphone Samsung,Téléphonie,C0096,2,250000,Carte bancaire
2024-01-09,"TV LG 42""",Électronique,C0045,1,350000,Cash
2024-08-27,Sac à dos Puma,Mode,C0077,3,25000,Cash
2024-09-26,Chaussures Nike,Mode,C0053,5,45000,Mobile Money
2024-02-03,Laptop HP,Informatique,C0036,3,300000,Cash
2024-03-21,Sac à dos Puma,Mode,C0037,4,25000,Mobile Money
2024-04-25,Smartphone Samsung,Téléphonie,C0070,5,250000,Carte bancaire
2024-08-08,Clavier Logitech,Accessoires,C0077,2,15000,Carte bancaire
2024-05-07,"TV LG 42""",Électronique,C0092,2,350000,Mobile Money
2024-03-09,Montre Casio,Accessoires,C0078,2,18000,Mobile Money
2024-09-01,T-shirt Zara,Mode,C0089,1,10000,Carte bancaire
2024-01-12,Sac à dos Puma,Mode,C0083,4,25000,Carte bancaire
2024-04-08,Montre Casio,Accessoires,C0046,1,18000,Mobile Money
2024-07-16,Clavier Logitech,Accessoires,C0038,4,15000,Cash
2024-04-20,Laptop HP,Informatique,C0081,3,300000,Cash
2024-12-12,Sac à dos Puma,Mode,C0029,5,25000,Cash
2024-03-16,Montre Casio,Accessoires,C0005,2,18000,Mobile Money
2024-10-31,Sac à dos Puma,Mode,C0057,1,25000,Mobile Money
2024-06-22,Montre Casio,Accessoires,C0022,1,18000,Mobile Money
2024-02-28,Smartphone Samsung,Téléphonie,C0065,5,250000,Cash
2024-08-04,Sac à dos Puma,Mode,C0068,1,25000,Cash
2024-09-02,"TV LG 42""",Électronique,C0071,2,350000,Mobile Money
2024-10-29,Casque JBL,Accessoires,C0062,5,20000,Cash
2024-03-13,T-shirt Zara,Mode,C0059,2,10000,Carte bancaire
2024-07-10,Smartphone Samsung,Téléphonie,C0036,3,250000,Cash
2024-04-11,Laptop HP,Informatique,C0089,1,300000,Mobile Money
2024-06-13,Clavier Logitech,Accessoires,C0016,4,15000,Carte bancaire
2024-10-01,T-shirt Zara,Mode,C0099,4,10000,Carte bancaire
2024-08-13,"TV LG 42""",Électronique,C0062,4,350000,Carte bancaire
2024-02-19,Chaussures Nike,Mode,C0060,4,45000,Cash
2024-01-22,Laptop HP,Informatique,C0099,4,300000,Cash
2024-10-08,Sac à dos Puma,Mode,C0070,3,25000,Cash
2024-02-25,Sac à dos Puma,Mode,C0018,5,25000,Cash
2024-09-29,Chaussures Nike,Mode,C0099,5,45000,Carte bancaire
2024-12-14,"TV LG 42""",Électronique,C0004,4,350000,Mobile Money
2024-06-18,Sac à dos Puma,Mode,C0003,3,25000,Cash
2024-01-28,Sac à dos Puma,Mode,C0063,2,25000,Mobile Money
2024-06-30,T-shirt Zara,Mode,C0008,4,10000,Cash
2024-09-30,"TV LG 42""",Électronique,C0008,3,350000,Carte bancaire
2024-06-03,Chaussures Nike,Mode,C0099,4,45000,Cash
2024-12-05,Clavier Logitech,Accessoires,C0078,3,15000,Cash
2024-04-12,"TV LG 42""",Électronique,C0004,4,350000,Carte bancaire
2024-11-11,Montre Casio,Accessoires,C0019,2,18000,Carte bancaire
2024-11-15,Smartphone Samsung,Téléphonie,C0018,5,250000,Carte bancaire
2024-03-26,Smartphone Samsung,Téléphonie,C0050,5,250000,Mobile Money
2024-07-13,Sac à dos Puma,Mode,C0084,4,25000,Mobile Money
2024-03-19,"TV LG 42""",Électronique,C0007,5,350000,Carte bancaire
2024-01-06,Smartphone Samsung,Téléphonie,C0069,3,250000,Mobile Money
2024-02-25,Laptop HP,Informatique,C0032,1,300000,Mobile Money
2024-10-11,Smartphone Samsung,Téléphonie,C0046,3,250000,Mobile Money
2024-03-07,Laptop HP,Informatique,C0076,2,300000,Carte bancaire
2024-12-10,Sac à dos Puma,Mode,C0039,3,25000,Cash
2024-01-24,Clavier Logitech,Accessoires,C0061,3,15000,Cash
2024-09-26,Smartphone Samsung,Téléphonie,C0070,3,250000,Mobile Money
2024-09-16,Sac à dos Puma,Mode,C0005,5,25000,Mobile Money
2024-10-21,Montre Casio,Accessoires,C0031,5,18000,Mobile Money
2024-02-02,Montre Casio,Accessoires,C0092,3,18000,Carte bancaire
2024-08-19,Clavier Logitech,Accessoires,C0037,4,15000,Carte bancaire
2024-05-25,Montre Casio,Accessoires,C0070,2,18000,Mobile Money
2024-08-21,Laptop HP,Informatique,C0005,3,300000,Carte bancaire
2024-02-15,Chaussures Nike,Mode,C0041,5,45000,Cash
2024-03-02,Chaussures Nike,Mode,C0083,2,45000,Mobile Money
2024-09-24,"TV LG 42""",Électronique,C0059,3,350000,Cash
2024-04-27,Laptop HP,Informatique,C0017,2,300000,Mobile Money
2024-05-31,Montre Casio,Accessoires,C0050,3,18000,Cash
2024-10-30,"TV LG 42""",Électronique,C0057,3,350000,Mobile Money
2024-10-24,Montre Casio,Accessoires,C0075,4,18000,Cash
2024-02-29,Smartphone Samsung,Téléphonie,C0011,3,250000,Mobile Money
2024-01-13,Laptop HP,Informatique,C0005,5,300000,Carte bancaire
2024-06-24,Smartphone Samsung,Téléphonie,C0062,4,250000,Mobile Money
2024-02-14,Montre Casio,Accessoires,C0071,1,18000,Cash
2024-11-02,Laptop HP,Informatique,C0089,5,300000,Carte bancaire
2024-03-11,Casque JBL,Accessoires,C0094,5,20000,Cash
2024-07-13,T-shirt Zara,Mode,C0054,1,10000,Carte bancaire
2024-11-20,"TV LG 42""",Électronique,C0007,2,350000,Mobile Money
2024-06-02,Chaussures Nike,Mode,C0013,3,45000,Mobile Money
2024-07-02,"TV LG 42""",Électronique,C0006,3,350000,Mobile Money
2024-06-08,Montre Casio,Accessoires,C0066,4,18000,Carte bancaire
2024-09-23,Montre Casio,Accessoires,C0030,3,18000,Carte bancaire
2024-06-06,T-shirt Zara,Mode,C0079,1,10000,Mobile Money
2024-12-12,Montre Casio,Accessoires,C0076,2,18000,Mobile Money
2024-08-18,Laptop HP,Informatique,C0009,1,300000,Cash
2024-09-04,Smartphone Samsung,Téléphonie,C0099,5,250000,Carte bancaire
2024-11-26,Casque JBL,Accessoires,C0061,5,20000,Carte bancaire
2024-11-22,Casque JBL,Accessoires,C0060,5,20000,Carte bancaire
2024-06-18,Chaussures Nike,Mode,C0010,3,45000,Mobile Money
2024-12-31,Laptop HP,Informatique,C0022,3,300000,Carte bancaire
2024-10-08,Montre Casio,Accessoires,C0059,4,18000,Mobile Money
2024-08-11,Casque JBL,Accessoires,C0092,5,20000,Mobile Money
2024-03-01,Chaussures Nike,Mode,C0036,5,45000,Mobile Money
2024-02-02,"TV LG 42""",Électronique,C0055,2,350000,Mobile Money
2024-07-01,"TV LG 42""",Électronique,C0092,3,350000,Carte bancaire
2024-03-21,"TV LG 42""",Électronique,C0023,1,350000,Carte bancaire
2024-12-18,T-shirt Zara,Mode,C0018,1,10000,Carte bancaire
2024-08-24,Chaussures Nike,Mode,C0069,3,45000,Carte bancaire
2024-07-27,T-shirt Zara,Mode,C0045,1,10000,Mobile Money
2024-10-12,Smartphone Samsung,Téléphonie,C0090,3,250000,Mobile Money
